,date_year,sampleSizeUnit,class,scientificName,depth,institutionCode,shoredistance,flags,maximumDepthInMeters,absence,date_start,minimumDepthInMeters,subclass,basisOfRecord,sss,sex,organismQuantity,sst,family,kingdom,occurrenceID,bathymetry,date_end,organismQuantityType,species,sampleSizeValue,genus,waterBody,vernacularName,id_node,name,lon,lat
10,2014.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1414540800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,693624,51.0,1414540800000.0,DNA sequence reads,Neoturris pileata,2177,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
11,2001.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,996451200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,109819,51.0,996451200000.0,DNA sequence reads,Neoturris pileata,32411,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
12,2016.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1454457600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,778721,51.0,1454457600000.0,DNA sequence reads,Neoturris pileata,29512,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
13,2016.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1481760000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,818301,51.0,1481760000000.0,DNA sequence reads,Neoturris pileata,13532,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
14,1916.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-1696291200000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18567,56.0,-1693785600000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
15,2016.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1461110400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,792574,51.0,1461110400000.0,DNA sequence reads,Neoturris pileata,37220,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
16,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1355270400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,523430,51.0,1355270400000.0,DNA sequence reads,Neoturris pileata,40040,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
17,2002.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1024876800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,584779,51.0,1024876800000.0,DNA sequence reads,Neoturris pileata,40488,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
18,2008.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1220400000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,246370,51.0,1220400000000.0,DNA sequence reads,Neoturris pileata,39302,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
19,1911.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-1854144000000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18518,56.0,-1851638400000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
20,2004.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1091491200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,18785,51.0,1091491200000.0,DNA sequence reads,Neoturris pileata,33287,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
21,2018.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1521590400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,911314,51.0,1521590400000.0,DNA sequence reads,Neoturris pileata,34377,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
22,2004.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1076544000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,1045886,51.0,1076544000000.0,DNA sequence reads,Neoturris pileata,22739,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
23,2001.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,991267200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,1026096,51.0,991267200000.0,DNA sequence reads,Neoturris pileata,9485,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
24,2006.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1157500800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,141483,51.0,1157500800000.0,DNA sequence reads,Neoturris pileata,9952,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
25,2017.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1498608000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,861839,51.0,1498608000000.0,DNA sequence reads,Neoturris pileata,45093,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
26,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1337644800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,469997,51.0,1337644800000.0,DNA sequence reads,Neoturris pileata,57451,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
27,2017.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1496188800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,859860,51.0,1496188800000.0,DNA sequence reads,Neoturris pileata,75506,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
28,2007.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1183420800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,204811,51.0,1183420800000.0,DNA sequence reads,Neoturris pileata,12069,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
29,2013.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1364256000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,551136,51.0,1364256000000.0,DNA sequence reads,Neoturris pileata,26274,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
30,2018.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1535500800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,956831,51.0,1535500800000.0,DNA sequence reads,Neoturris pileata,1536,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
31,2013.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1363737600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,547178,51.0,1363737600000.0,DNA sequence reads,Neoturris pileata,26122,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
32,2002.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1029110400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,802469,51.0,1029110400000.0,DNA sequence reads,Neoturris pileata,27324,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
33,2007.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1177891200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,190958,51.0,1177891200000.0,DNA sequence reads,Neoturris pileata,17931,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
34,2015.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1423612800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,715393,51.0,1423612800000.0,DNA sequence reads,Neoturris pileata,19434,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
35,2001.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,988588800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,650086,51.0,988588800000.0,DNA sequence reads,Neoturris pileata,16131,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
36,2018.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1524614400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,923188,51.0,1524614400000.0,DNA sequence reads,Neoturris pileata,41998,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
37,1896.0,,Hydrozoa,Neoturris pileata,,RBINS-Scientific Heritage,245856,['NO_DEPTH'],,False,-5364662400000.0,,Hydroidolina,PreservedSpecimen,38.57,unknown,,21.21,Pandeidae,Animalia,http://collections.naturalsciences.be/specimen/498941,2989.0,697075200000.0,,Neoturris pileata,,Neoturris,,,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828
38,2003.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1064361600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,1028075,51.0,1064361600000.0,DNA sequence reads,Neoturris pileata,52270,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
39,2004.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1078099200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,1053802,51.0,1078099200000.0,DNA sequence reads,Neoturris pileata,599,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
40,2006.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1144022400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,101903,51.0,1144022400000.0,DNA sequence reads,Neoturris pileata,30891,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
41,2001.0,,Hydrozoa,Neoturris pileata,3952.0,,330816,[],3952.0,False,978998400000.0,3952.0,Hydroidolina,HumanObservation,34.28,,,26.39,Pandeidae,Animalia,Ifremer_bio_dba_85516,4067.0,978998400000.0,,Neoturris pileata,,Neoturris,,,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828
42,2009.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1255564800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,321572,51.0,1255564800000.0,DNA sequence reads,Neoturris pileata,27708,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
43,1901.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-2164406400000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18402,56.0,-2161900800000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
44,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1327363200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,436354,51.0,1327363200000.0,DNA sequence reads,Neoturris pileata,5712,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
45,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1351641600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,511556,51.0,1351641600000.0,DNA sequence reads,Neoturris pileata,22222,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
46,2009.0,,Hydrozoa,Neoturris pileata,11.5,DASSH,128,[],18.0,False,1247097600000.0,5.0,Hydroidolina,MaterialSample,35.05,,,12.95,Pandeidae,Animalia,MRLRC00300002982,45.0,1247097600000.0,,Neoturris pileata,,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
47,2013.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1376956800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,592695,51.0,1376956800000.0,DNA sequence reads,Neoturris pileata,93204,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
48,2016.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1462320000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,796532,51.0,1462320000000.0,DNA sequence reads,Neoturris pileata,28189,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
49,2011.0,,Hydrozoa,Neoturris pileata,26.0,DASSH,166,[],26.0,False,1309651200000.0,,Hydroidolina,MaterialSample,35.02,,,12.0,Pandeidae,Animalia,MRMCS0050000A5CF,22.8,1309651200000.0,,Neoturris pileata,,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
50,2011.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1300665600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,396774,51.0,1300665600000.0,DNA sequence reads,Neoturris pileata,70988,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
51,2013.0,,Hydrozoa,Neoturris pileata,28.0,DASSH,698,[],40.0,False,1372464000000.0,16.0,Hydroidolina,MaterialSample,34.79,,,12.88,Pandeidae,Animalia,MRMCS01500008D68,42.0,1372464000000.0,,Neoturris pileata,,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
52,2011.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1302566400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,400732,51.0,1302566400000.0,DNA sequence reads,Neoturris pileata,87205,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
53,2011.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1306281600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,408648,51.0,1306281600000.0,DNA sequence reads,Neoturris pileata,125808,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
54,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1351036800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,509577,51.0,1351036800000.0,DNA sequence reads,Neoturris pileata,23589,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
55,1908.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-1951430400000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18481,56.0,-1948838400000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
56,2016.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1455667200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,782679,51.0,1455667200000.0,DNA sequence reads,Neoturris pileata,19789,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
57,2006.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1144713600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,103882,51.0,1144713600000.0,DNA sequence reads,Neoturris pileata,38466,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
58,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1348012800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,501661,51.0,1348012800000.0,DNA sequence reads,Neoturris pileata,15034,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
59,2008.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1216080000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,242412,51.0,1216080000000.0,DNA sequence reads,Neoturris pileata,7224,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
60,2007.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1174867200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,183042,51.0,1174867200000.0,DNA sequence reads,Neoturris pileata,108501,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
61,2014.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1409702400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,681750,51.0,1409702400000.0,DNA sequence reads,Neoturris pileata,38791,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
62,1822.0,,Hydrozoa,Neoturris pileata,,RBINS-Scientific Heritage,6970,['NO_DEPTH'],,False,-4670438400000.0,,Hydroidolina,PreservedSpecimen,37.91,unknown,,19.96,Pandeidae,Animalia,http://collections.naturalsciences.be/specimen/477768,1062.6,-4638988800000.0,,Neoturris pileata,,Neoturris,,,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828
63,1899.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-2232748800000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18376,56.0,-2230243200000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
64,2015.0,,Hydrozoa,Neoturris pileata,,,14,['NO_DEPTH'],,False,1435622400000.0,,Hydroidolina,HumanObservation,33.43,,,12.53,Pandeidae,Animalia,0e7b5363-6ea4-4542-8566-4916b46ec235,-2.0,1435622400000.0,,Neoturris pileata,,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
65,2015.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1442966400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,756952,51.0,1442966400000.0,DNA sequence reads,Neoturris pileata,21999,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
66,2009.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1244505600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,297824,51.0,1244505600000.0,DNA sequence reads,Neoturris pileata,36161,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
67,2002.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1036368000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,966726,51.0,1036368000000.0,DNA sequence reads,Neoturris pileata,16795,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
68,1912.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-1822521600000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18530,56.0,-1820016000000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
69,2010.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1280793600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,349278,51.0,1280793600000.0,DNA sequence reads,Neoturris pileata,9265,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
70,1899.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-2237846400000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18374,56.0,-2235513600000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
